scientific_name,overwinteringStage,voltinism,diurnality,notes.x,onsetProblems,offsetProblems,overwintering.stage.y,voltinism.y,notes.y,WikiName,OrigSyn,Syn,validName
Vanessa atalanta,A,M,D,,low latitude problems,,A,M,,Vanessa atalanta," Pyrameis atalanta (Linnaeus, 1758)",Pyrameis atalanta,Vanessa atalanta
Atrytone logan,L or P,F,D,,N,,NA,NA,NA,Anatrytone logan,Anatrytone logan,Anatrytone logan,Anatrytone logan
Atrytone logan,L or P,F,D,,N,,NA,NA,NA,Anatrytone logan,Anatrytone logan,Anatrytone logan,Anatrytone logan
Copaeodes aurantiaca,,M,D,NA,NA,NA,NA,NA,NA,Copaeodes aurantiaca,"Ancyloxypha simplex  R. Felder, 1869",Ancyloxypha simplex,Copaeodes aurantiaca
Copaeodes aurantiaca,,M,D,NA,NA,NA,NA,NA,NA,Copaeodes aurantiaca,"Copaeodes candida  W. G. Wright, 1890",Copaeodes candida,Copaeodes aurantiaca
Copaeodes aurantiaca,,M,D,NA,NA,NA,NA,NA,NA,Copaeodes aurantiaca,"Hesperia waco  W. H. Edwards, 1868",Hesperia waco,Copaeodes aurantiaca
Copaeodes aurantiaca,,M,D,NA,NA,NA,NA,NA,NA,Copaeodes aurantiaca,"Heteropterus procris  W. H. Edwards, 1871",Heteropterus procris,Copaeodes aurantiaca
Copaeodes aurantiaca,,M,D,NA,NA,NA,NA,NA,NA,Copaeodes aurantiaca,"Thymelicus macra  Plötz, 1884",Thymelicus macra,Copaeodes aurantiaca
Ectropis crepuscularia,P,M,N,NA,NA,NA,NA,NA,NA,Ectropis crepuscularia,"Ectropis bistortata Goeze, 1781",Ectropis bistortata,Ectropis crepuscularia
Euphydryas phaeton,L,U,D,,N,,L,U,,NA,NA,NA,Euphydryas phaeton
Fabricius helloides,E,F,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabricius helloides
Hypagyrtis unipunctata,L,F,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hypagyrtis unipunctata
Hyppa xylinoides,,M,N,NA,NA,NA,NA,NA,NA,Hyppa xylinoides,"Hyppa ancocisconensis  Morrison, 1875",Hyppa ancocisconensis,Hyppa xylinoides
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Papilio bore Schneider, 1792",Papilio bore,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis norna bore Hübner, 1825 ",Oeneis norna,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis verdanda Staudinger, 1898",Oeneis verdanda,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis semidea var. pansa Christoph, 1893",Oeneis semidea pansa,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis arasaguna Austaut, 1911",Oeneis arasaguna,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis mckinleyensis dos Passos, 1949",Oeneis mckinleyensis dos,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis taygete Geyer, [1830]",Oeneis taygete,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis bootes Boisduval, 1832",Oeneis bootes,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis taygete gaspeensis dos Passos, 1949",Oeneis taygete,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis taygete fordi dos Passos, 1949",Oeneis taygete,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis taygete edwardsi dos Passos, 1949",Oeneis taygete,Oeneis bore
Oeneis bore,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis bore,"Oeneis patrushevae Korshunov, 1985 ",Oeneis patrushevae,Oeneis bore
Panopoda rufimargo,P,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Panopoda rufimargo
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. marginalis Robbe, 1891",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon ab. nigrofasciata Rothke, 1895",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon ab. niger Heyne, [1895]",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. aurantiaca Speyer, 1858",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. asiatica Ménétriés, 1855",Papilio machaon asiatica,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio hippocrates C. & R. Felder, 1864",Papilio hippocrates,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. micado Pagenstecher, 1875",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio bairdii Edwards, 1866",Papilio bairdii,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio asterius var. utahensis Strecker, 1878",Papilio asterius,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio hollandii Edwards, 1892",Papilio hollandii,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio aliaska Scudder, 1869",Papilio aliaska,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon joannisi Verity, [1907]",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon petersii Clark, 1932",Papilio machaon petersii,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio hippocrates var. oregonia Edwards, 1876",Papilio hippocrates oregonia,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio ladakensis Moore, 1884",Papilio ladakensis,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio sikkimensis Moore, 1884",Papilio sikkimensis,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. centralis Staudinger, 1886",Papilio machaon centralis,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio brucei Edwards, 1893",Papilio brucei,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio brucei  Edwards, 1895",Papilio brucei,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon dodi McDunnough, 1939",Papilio machaon dodi,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. montanus Alphéraky, 1897",Papilio machaon montanus,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon alpherakyi Bang-Haas, 1933",Papilio machaon alpherakyi,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,Papilio machaon minschani Bang-Haas,Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon chinensomandschuriensis Eller, 1939",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon hieromax Hemming, 1934",Papilio machaon hieromax,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon mauretanica Verity, 1905",Papilio machaon mauretanica,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. mauretanica Blachier, 1908",Papilio machaon mauretanica,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. mauretanica Holl, 1910",Papilio machaon mauretanica,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. asiatica ab. caerulescens Holl, 1910",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon var. asiatica ab. djezïrensis Holl, 1910",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio sphyrus Hübner, [1823]",Papilio sphyrus,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon machaon maxima Verity, 1911",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon maxima gen.aest. angulata Verity, 1911",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon f. chrysostoma Chnéour, 1934",Papilio machaon chrysostoma,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon f. archias Fruhstorfer, 1907",Papilio machaon archias,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon chishimana Matsumura, 1928",Papilio machaon,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon sylvia Esaki, 1930",Papilio machaon sylvina,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,Papilio machaon venchuanus Moonen,Papilio machaon venchuanus,Papilio machaon
Papilio machaon,P,F,D,NA,NA,NA,NA,NA,NA,Papilio machaon,"Papilio machaon schantungensis Eller, 1936",Papilio machaon schantungensis,Papilio machaon
Pyrgus albescens,None,M,D,flies year round in southern Texas and deep south,NA,NA,NA,NA,NA,NA,NA,NA,Pyrgus albescens
Vanessa cardui,M,M,D,NA,NA,NA,NA,NA,NA,Vanessa cardui,"Papilio cardui Linnaeus, 1758",Papilio cardui,Vanessa cardui
Anagrapha falcifera,P,M,N,NA,NA,NA,NA,NA,NA,Anagrapha falcifera,Plusia falcifera,Plusia falcifera,Anagrapha falcifera
Anagrapha falcifera,P,M,N,NA,NA,NA,NA,NA,NA,Anagrapha falcifera,Autographa norma,Autographa norma,Anagrapha falcifera
Anagrapha falcifera,P,M,N,NA,NA,NA,NA,NA,NA,Anagrapha falcifera,Autographa simplicima,Autographa simplicima,Anagrapha falcifera
Anagrapha falcifera,P,M,N,NA,NA,NA,NA,NA,NA,Anagrapha falcifera,Plusia simplex,Plusia simplex,Anagrapha falcifera
Apodemia mormo,,F,D,NA,NA,NA,NA,NA,NA,Apodemia mormo,"Lemonias mormo Felder & Felder, 1859",Lemonias mormo,Apodemia mormo
Euphyes dion,L,F,D,NA,NA,NA,L,F,,Euphyes dion,"Pamphila dion W.H. Edwards, 1879",Pamphila dion,Euphyes dion
Euphyes dion,L,F,D,NA,NA,NA,L,F,,Euphyes dion,"Euphyes macquirei Freeman, 1975",Euphyes macquirei,Euphyes dion
Euphyes dion,L,F,D,NA,NA,NA,L,F,,Euphyes dion,"Atrytone dion (W.H. Edwards, 1879)",Atrytone dion,Euphyes dion
Hesperia sassacus,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hesperia sassacus
Lycaeides melissa,E,M,D,NA,NA,NA,E,M,,Plebejus melissa,Plebejus melissa,Plebejus melissa,Plebejus melissa
Poanes massasoit,,U,D,,N,,NA,NA,NA,Poanes massasoit,"Hesperia massasoit Scudder, 1863",Hesperia massasoit,Poanes massasoit
Poanes massasoit,,U,D,,N,,NA,NA,NA,Poanes massasoit,"Hesperia suffusa (Laurent, 1892)",Hesperia suffusa,Poanes massasoit
Poanes viator,L,F,D,,N,,L,F,,NA,NA,NA,Poanes viator
Achalarus lyciades,L,F,D,NA,NA,NA,L,F,,Achalarus lyciades,"Cecropterus lyciades Geyer, 1832",Cecropterus lyciades,Achalarus lyciades
Achalarus lyciades,L,F,D,NA,NA,NA,L,F,,Achalarus lyciades,Proteides lyciades,Proteides lyciades,Achalarus lyciades
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon,"Phalaena ipsilon Hufnagel, 1766",Phalaena ipsilon,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Noctua suffusa Denis & Schiffermüller, 1775",Noctua suffusa,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Noctua ypsilon Rottemburg, 1777",Noctua ypsillon,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Phalaena idonea Cramer, 1780",Phalaena idonea,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Bombyx spinula Esper, 1786",Bombyx spinula,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Phalaena spinifera Villers, 1789",Phalaena spinifera,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Phalaena spinula Donovan, 1801",Phalaena spinula,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Agrotis telifera Harris, 1841",Agrotis telifera,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Agrotis bipars Walker, 1857",Agrotis bipars,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Agrotis frivola Wallengren, 1860",Agrotis frivola,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Agrotis aneituna Walker, 1865",Agrotis aneituma,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Agrotis pepoli Bertolini, 1874",Agrotis pepoli,Agrotis ipsilon
Agrotis ipsilon,P,F,N,Flies year round in Florida,NA,NA,NA,NA,NA,Agrotis ipsilon," Agrotis aureolum Schaus, 1898",Agrotis aureolum,Agrotis ipsilon
Anarta trifolii,P,F,N,NA,NA,NA,NA,NA,NA,Hadula trifolii,Discestra trifolii,Discestra trifolii,Hadula trifolii
Anarta trifolii,P,F,N,NA,NA,NA,NA,NA,NA,Hadula trifolii,Anarta trifolii,Anarta trifolii,Hadula trifolii
Anarta trifolii,P,F,N,NA,NA,NA,NA,NA,NA,Hadula trifolii,Hadula trifolii,Hadula trifolii,Hadula trifolii
Asterocampa celtis,L,M,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asterocampa celtis
Autographa californica,P,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autographa californica
Catocala parta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala parta,"Catocala petulans Hulst, 1884",Catocala petulans,Catocala parta
Catocala parta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala parta," Catocala forbesi Franclemont, 1938",Catocala forbesi,Catocala parta
Catocala parta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala parta," Catocala parta var. perplexa Strecker, 1873",Catocala parta perplexa,Catocala parta
Egira crucialis,P,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Egira crucialis
Erynnis baptisiae,L,M,D,,N,,L,M,,NA,NA,NA,Erynnis baptisiae
Hesperia colorado,E,U,D,NA,NA,NA,NA,NA,NA,Hesperia colorado,"Erynnis comma colorado Dyar, 1903",Erynnis comma,Hesperia colorado
Hesperia colorado,E,U,D,NA,NA,NA,NA,NA,NA,Hesperia colorado,Hesperia comma colorado,Hesperia comma colorado,Hesperia colorado
Papilio rutulus,P,M,D,NA,NA,NA,P,M,,NA,NA,NA,Papilio rutulus
Polygonia gracilis,A,U,D,NA,NA,NA,NA,NA,NA,Polygonia gracilis,Nymphalis gracilis,Nymphalis gracilis,Polygonia gracilis
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,Strymon acadica,Strymon acadica,Satyrium acadica
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,Thecla acadica,Thecla acadica,Satyrium acadica
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,Satyrium acadicum,Satyrium acadicum,Satyrium acadica
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,"Strymon souhegan Whitney, 1868",Strymon souhegan,Satyrium acadica
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,"Strymon muskoka Watson & Comstock, 1920",Strymon muskoka,Satyrium acadica
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,"Strymon swetti Watson & Comstock, 1920",Strymon swetti,Satyrium acadica
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,"Strymon coolinensis Watson & Comstock, 1920",Strymon coolinensis,Satyrium acadica
Satyrium acadica,E,M,D,NA,NA,NA,E,U,,Satyrium acadica,"Strymon montanensis Watson & Comstock, 1920",Strymon montanensis,Satyrium acadica
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum,"Megasema c-nigrum (Linnaeus, 1758)",Megasema cnigrum,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Phalaena c-nigrum Linnaeus, 1758",Phalaena c-nigrum,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Bombyx gothica var. nunatrum Esper, 1786",Bombyx gothicus,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Bombyx gothica var. singularis Esper, 1786",Bombyx gothicus,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis degenerata Staudinger, 1889",Agrotis degenerate,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis suffusa Tutt, 1892",Agrotis suffusa,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis rosea Tutt, 1892",Agrostis rosea,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis umbrata Schultz, 1908",Agrotis umbrata,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis fritschi Culot, 1910",Agrotis,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis c-nigrum var. depravata Bang-Haas, 1912",Agrotis c-nigrum,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis nigrescens Buresch, 1914",Agrotis nigrescens,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis maerens Dannehl, 1925",Agrotis maerens,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Agrotis c-nigrum var. kurilana Bryk, 1942",Agrotis c-nigrum,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Amathes c-nigrum ignorata Eitschberger, 1972",Amathes c-nigrum ignorata,Xestia c-nigrum
Xestia c-nigrum,L,F,N,NA,NA,NA,NA,NA,NA,Xestia c-nigrum," Xestia adela Franclemont, 1980",Xestia adela,Xestia c-nigrum
Xylena cineritia,,,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xylena cineritia
Anarta nigrolunata,,,,NA,NA,NA,NA,NA,NA,Anarta nigrolunata,Hadula nigrolunata,Hadula,Anarta nigrolunata
Callophrys niphon,P,U,D,,one outlier,,NA,NA,NA,Callophrys niphon,"Licus niphon Hübner, 1823",Licus niphon,Callophrys niphon
Callophrys niphon,P,U,D,,one outlier,,NA,NA,NA,Callophrys niphon,Incisalia niphon,Incisalia niphon,Callophrys niphon
Callophrys niphon,P,U,D,,one outlier,,NA,NA,NA,Callophrys niphon,"Callophrys niphon clarki Freeman, 1938",Callophrys niphon clarki,Callophrys niphon
Coenonympha tullia,L,F,D,,N,,L,F,,NA,NA,NA,Coenonympha tullia
Melanolophia canadaria,,M,N,NA,NA,NA,NA,NA,NA,Melanolophia canadaria,"Tephrosia canadaria Guenée, 1857",Tephrosia canadaria,Melanolophia canadaria
Melanolophia canadaria,,M,N,NA,NA,NA,NA,NA,NA,Melanolophia canadaria,"Melanolophia carbonata Cassino & Swett, 1923 ",Melanolophia carbonata,Melanolophia canadaria
Oeneis chryxus,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oeneis chryxus
Papilio eurymedon,P,U,D,NA,NA,NA,P,U,,NA,NA,NA,Papilio eurymedon
Papilio zelicaon,P,M,D,NA,NA,NA,P,M,,NA,NA,NA,Papilio zelicaon
Phigalia titea,,U,N,NA,NA,NA,NA,NA,NA,Phigalia titea,"Deileptenia titearia Hübner, [1825]",Deileptenia titearia,Phigalia titea
Phigalia titea,,U,N,NA,NA,NA,NA,NA,NA,Phigalia titea,"Phigalia cinctaria French, 1878",Phigalia cinctaria,Phigalia titea
Phigalia titea,,U,N,NA,NA,NA,NA,NA,NA,Phigalia titea,"Phigalia deplorans Franclemont, 1938",Phigalia deplorans,Phigalia titea
Phigalia titea,,U,N,NA,NA,NA,NA,NA,NA,Phigalia titea,"Phigalia olivacearia mephistarua Reiff, 1913",Phigalia olivacearia mephistaria,Phigalia titea
Phigalia titea,,U,N,NA,NA,NA,NA,NA,NA,Phigalia titea,"Phigalia revocata Walker, [1863]",Phigalia revocata,Phigalia titea
Phigalia titea,,U,N,NA,NA,NA,NA,NA,NA,Phigalia titea,"Apocheima titea (Cramer, 1780)",Apocheima,Phigalia titea
Polites draco,,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polites draco
Pontia occidentalis,P,F,D,NA,NA,NA,P,F,,NA,NA,NA,Pontia occidentalis
Syngrapha ignea,,U,N,NA,NA,NA,NA,NA,NA,Syngrapha ignea,"Plusia ignea Grote, 1864",Plusia ignea,Syngrapha ignea
Syngrapha ignea,,U,N,NA,NA,NA,NA,NA,NA,Syngrapha ignea,Caloplusia ignea,Caloplusia ignea,Syngrapha ignea
Thorybes mexicana,,U,D,NA,NA,NA,NA,NA,NA,Thorybes mexicana,"Eudamus mexicana Herrich-Schäffer, 1869",Eudamus mexicana,Thorybes mexicana
Thorybes mexicana,,U,D,NA,NA,NA,NA,NA,NA,Thorybes mexicana,"Eudamus ananius Plötz, 1882",Eudamus ananius,Thorybes mexicana
Thorybes mexicana,,U,D,NA,NA,NA,NA,NA,NA,Thorybes mexicana,Thorybes mexicanus,Thorybes mexicanus,Thorybes mexicana
Thorybes mexicana,,U,D,NA,NA,NA,NA,NA,NA,Thorybes mexicana,"Thorybes nevada Scudder, 1872",Thorybes nevada,Thorybes mexicana
Thorybes mexicana,,U,D,NA,NA,NA,NA,NA,NA,Thorybes mexicana,"Eudamus aemilea Skinner, 1893",Eudamus aemilea,Thorybes mexicana
Thorybes mexicana,,U,D,NA,NA,NA,NA,NA,NA,Thorybes mexicana,Thorybes aemilia,Thorybes aemilia,Thorybes mexicana
Thorybes mexicana,,U,D,NA,NA,NA,NA,NA,NA,Thorybes mexicana,"Thorybes confusis Bell, 1922",Thorybes confusis,Thorybes mexicana
Zale lunata,,,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zale lunata
Catocala grynea,E,U,N,NA,NA,NA,NA,NA,NA,Catocala grynea,Ephesia grynea ,Ephesia grynea,Catocala grynea
Catocala grynea,E,U,N,NA,NA,NA,NA,NA,NA,Catocala grynea," Phalaena grynea Cramer, [1780]",Phalaena grynea,Catocala grynea
Catocala grynea,E,U,N,NA,NA,NA,NA,NA,NA,Catocala grynea," Catocala polygama Guenée, 1852",Catocala polygama,Catocala grynea
Catocala grynea,E,U,N,NA,NA,NA,NA,NA,NA,Catocala grynea," Catocala nuptula Walker, [1858]",Catocala nuptula,Catocala grynea
Catocala grynea,E,U,N,NA,NA,NA,NA,NA,NA,Catocala grynea," Catocala constans Hulst, 1884",Catocala constans,Catocala grynea
Catocala grynea,E,U,N,NA,NA,NA,NA,NA,NA,Catocala grynea, Catocala grynea constans ,Catocala grynea constans,Catocala grynea
Catocala neogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",Catocala arizonae,Catocala neogama
Catocala neogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala neogama,"Catocala communis Grote, 1872",Catocala communis,Catocala neogama
Catocala neogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala neogama,"Catocala euphemia Beutenmüller, 1907",Catocala euphemia,Catocala neogama
Catocala neogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala neogama,"Catocala mildredae Franclemont, 1938",Catocala mildredae,Catocala neogama
Catocala neogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala neogama,"Catocala neogama loretta Barnes & McDunnough, 1918",Catocala neogama loretta,Catocala neogama
Catocala neogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala neogama,"Phalaena neogama Smith in Smith & Abbot, 1797",Phalaena neogama,Catocala neogama
Hypena baltimoralis,,M,N,NA,NA,NA,NA,NA,NA,Hypena baltimoralis,Bomolocha baltimoralis,Bomolocha baltimoralis,Hypena baltimoralis
Idia aemula,,M,N,NA,NA,NA,NA,NA,NA,Idia aemula,"Idia aemulalis Hübner, 1821",Idia aemulalis,Idia aemula
Idia aemula,,M,N,NA,NA,NA,NA,NA,NA,Idia aemula," Idia undulalis (Stephens, 1834)",Idia undulalis,Idia aemula
Idia aemula,,M,N,NA,NA,NA,NA,NA,NA,Idia aemula," Idia mollifera (Walker, 1858)",Idia mollifera,Idia aemula
Idia aemula,,M,N,NA,NA,NA,NA,NA,NA,Idia aemula," Idia herminioides (Walker, 1860)",Idia herminioides,Idia aemula
Idia aemula,,M,N,NA,NA,NA,NA,NA,NA,Idia aemula," Idia concisa (Walker, 1860)",Idia concisa,Idia aemula
Nymphalis antiopa,A,U,D,,a few low latitude outliers,,A,M,,NA,NA,NA,Nymphalis antiopa
Pieris virginiensis,P,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pieris virginiensis
Acronicta americana,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta americana,Acronicta acericola,Acronicta acericola,Acronicta americana
