scientific_name,overwinteringStage,voltinism,diurnality,notes.x,onsetProblems,offsetProblems,overwintering.stage.y,voltinism.y,notes.y,WikiName,OrigSyn,Syn,validName
Catocala amica,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",Catocala amica nerissa,Catocala amica
Catocala amica,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amica,"Catocala androphila Guenée in Boisduval & Guenée, 1852",Catocala androphila,Catocala amica
Catocala amica,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amica,"Catocala aurantiaca Reiff, 1916",Catocala aurantiaca,Catocala amica
Catocala amica,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amica,"Catocala suffusa Beutenmüller, 1903",Catocala suffusa,Catocala amica
Catocala amica,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amica,"Ephesia amica Hübner, 1818",Ephesia amica,Catocala amica
Catocala amica,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amica,"Catocala novangliae Reiff, 1916",Catocala novangliae,Catocala amica
Junonia coenia,M,M,D,Adults fly year round in south,N,,A,M,,NA,NA,NA,Junonia coenia
Rhynchagrotis cupida,,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhynchagrotis cupida
Thorybes bathyllus,L,F,D,NA,NA,NA,L,F,,NA,NA,NA,Thorybes bathyllus
Automeris io,P,F,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automeris io
Boloria eunomia,L,U,D,NA,NA,NA,NA,NA,NA,Boloria eunomia,Proclossiana eunomia,Proclossiana eunomia,Boloria eunomia
Boloria eunomia,L,U,D,NA,NA,NA,NA,NA,NA,Boloria eunomia,Boloria (Proclossiana) eunomia,Boloria eunomia,Boloria eunomia
Boloria frigga,L,U,D,NA,NA,NA,NA,NA,NA,Boloria frigga,Clossiana frigga,Clossiana frigga,Boloria frigga
Colias alexandra,L,U,D,NA,NA,NA,L,U,,Colias alexandra,"Eurymus alexandra Dyar, 1903",Eurymus,Colias alexandra
Erebia epipsodea,L,U,D,NA,NA,NA,L,U,,Erebia epipsodea,"Erebia sineocellata Skinner, 1889",Erebia sineocellata,Erebia epipsodea
Erebia epipsodea,L,U,D,NA,NA,NA,L,U,,Erebia epipsodea,"Erebia brucei Elwes, 1889",Erebia brucei,Erebia epipsodea
Euphydryas anicia,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphydryas anicia
Feralia deceptiva,P,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feralia deceptiva
Pieris marginalis,P,M,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pieris marginalis
Plebejus saepiolus,L,U,D,NA,NA,NA,L,U,,Icaricia saepiolus,"Lycaena saepiolus Boisduval, 1852",Lycaena saepiolus,Icaricia saepiolus
Plebejus saepiolus,L,U,D,NA,NA,NA,L,U,,Icaricia saepiolus,Plebejus saepiolus,Plebejus saepiolus,Icaricia saepiolus
Plebejus saepiolus,L,U,D,NA,NA,NA,L,U,,Icaricia saepiolus,Cupido saepiolus,Cupido saepiolus,Icaricia saepiolus
Plebejus saepiolus,L,U,D,NA,NA,NA,L,U,,Icaricia saepiolus,Aricia saepiolus,Aricia saepiolus,Icaricia saepiolus
Plebejus saepiolus,L,U,D,NA,NA,NA,L,U,,Icaricia saepiolus,Icaricia saepiolus,Icaricia saepiolus,Icaricia saepiolus
Pyrgus centaureae,L,U,D,NA,NA,NA,NA,NA,NA,Pyrgus centaureae,"Pyrgus freija Warren, 1924",Pyrgus freija,Pyrgus centaureae
Pyrgus centaureae,L,U,D,NA,NA,NA,NA,NA,NA,Pyrgus centaureae,"Pyrgus fasciata (Warren, 1926)",Pyrgus fasciata,Pyrgus centaureae
Pyrrharctia isabella,L,M,N,,Y,,NA,NA,NA,Pyrrharctia isabella,"Phalaena isabella J. E. Smith, 1797",Phalaena isabella,Pyrrharctia isabella
Pyrrharctia isabella,L,M,N,,Y,,NA,NA,NA,Pyrrharctia isabella,"Pyrrharctia californica Packard, 1864",Pyrrharctia californica,Pyrrharctia isabella
Satyrium calanus,E,U,D,,N,,E,U,,Satyrium calanus,"Rusticus calanus Hübner, [1809]",Rusticus calanus,Satyrium calanus
Satyrium calanus,E,U,D,,N,,E,U,,Satyrium calanus,"Thecla calanus Dyar, 1903",Thecla calanus,Satyrium calanus
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,Catabapta innubens,Catabapta,Catocala innubens
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,"Catocala hinda French, 1881",Catocala,Catocala innubens
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,"Catocala innubenta Strand, 1914",Catocala innubens,Catocala innubens
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,"Catocala scintillans Grote & Robinson, 1866",Catocala scintillans,Catocala innubens
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,"Catocala innubens var. flavidalis Grote, 1874",Catocala innubens,Catocala innubens
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,Catocala innubens flavidalis,Catocala innubens,Catocala innubens
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,Catocala innubens scintillans,Catocala innubens,Catocala innubens
Catocala innubens,E,U,N,NA,NA,NA,NA,NA,NA,Catocala innubens,Catocala innubens hinda,Catocala innubens hinda,Catocala innubens
Boloria bellona,L,M,D,NA,NA,NA,L,M,,Boloria bellona,Clossiana bellona,Clossiana bellona,Boloria bellona
Boloria bellona,L,M,D,NA,NA,NA,L,M,,Boloria bellona,Clossiana ammiralis,Clossiana ammiralis,Boloria bellona
Boloria selene,L,F,D,NA,NA,NA,L,F,,NA,NA,NA,Boloria selene
Chlosyne palla,L,U,D,NA,NA,NA,L,U,,Chlosyne palla,"Melitaea palla Boisduval, 1852",Melitaea palla,Chlosyne palla
Chlosyne palla,L,U,D,NA,NA,NA,L,U,,Chlosyne palla,Chlosyne damoetas,Chlosyne damoetas,Chlosyne palla
Danaus gilippus,M,M,D,NA,NA,NA,A (migrate),M,,NA,NA,NA,Danaus gilippus
Paonias excaecata,P,M,N,NA,NA,NA,NA,NA,NA,Paonias excaecatus,"Sphinx excaecata J.E. Smith, 1797",Sphinx excaecata,Paonias excaecatus
Paonias excaecata,P,M,N,NA,NA,NA,NA,NA,NA,Paonias excaecatus," Paonias pavonina Geyer, 1837",Paonias pavonina,Paonias excaecatus
Paonias excaecata,P,M,N,NA,NA,NA,NA,NA,NA,Paonias excaecatus," Calasymbolus excaecata borealis Clark, 1929",Calasymbolus excaecata borealis,Paonias excaecatus
Paonias excaecata,P,M,N,NA,NA,NA,NA,NA,NA,Paonias excaecatus," Calasymbolus excaecata pecosensis Cockerell, 1905",Calasymbolus excaecata pecosensis,Paonias excaecatus
Paonias excaecata,P,M,N,NA,NA,NA,NA,NA,NA,Paonias excaecatus,Paonias excaecatus,Paonias excaecatus,Paonias excaecatus
Protographium marcellus,P,M,D,NA,NA,NA,NA,NA,NA,Protographium marcellus,Papilio ajax (Linnaeus),Papilio ajax,Protographium marcellus
Acronicta oblinita,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta oblinita,"Acronicta arioch (Strecker, 1898)",Acronicta arioch,Acronicta oblinita
Catocala ultronia,E,U,N,NA,NA,NA,NA,NA,NA,Catocala ultronia,"Eunetis ultronia Hübner, 1823",Eunetis ultronia,Catocala ultronia
Catocala ultronia,E,U,N,NA,NA,NA,NA,NA,NA,Catocala ultronia," Catocala ultronia var. mopsa H. Edwards, 1880",Catocala ultronia,Catocala ultronia
Catocala ultronia,E,U,N,NA,NA,NA,NA,NA,NA,Catocala ultronia," Catocala ultronia var. lucinda Beutenmüller, 1907",Catocala ultronia,Catocala ultronia
Catocala ultronia,E,U,N,NA,NA,NA,NA,NA,NA,Catocala ultronia," Catocala adriana H. Edwards, 1880",Catocala adriana,Catocala ultronia
Catocala ultronia,E,U,N,NA,NA,NA,NA,NA,NA,Catocala ultronia," Catocala ultronia var. celia H. Edwards, 1880",Catocala ultronia,Catocala ultronia
Catocala ultronia,E,U,N,NA,NA,NA,NA,NA,NA,Catocala ultronia," Catocala nigrescens Cassino, 1917",Catocala nigrescens,Catocala ultronia
Ceratomia undulosa,P,M,N,NA,NA,NA,NA,NA,NA,Ceratomia undulosa,"Daremma undulosa Walker, 1856",Daremma undulosa,Ceratomia undulosa
Ceratomia undulosa,P,M,N,NA,NA,NA,NA,NA,NA,Ceratomia undulosa," Ceratomia repentinus Clemens, 1859",Ceratomia repentinus,Ceratomia undulosa
Ceratomia undulosa,P,M,N,NA,NA,NA,NA,NA,NA,Ceratomia undulosa," Ceratomia undulosa borealis Clark, 1929",Ceratomia undulosa borealis,Ceratomia undulosa
Ceratomia undulosa,P,M,N,NA,NA,NA,NA,NA,NA,Ceratomia undulosa," Ceratomia undulosa engeli Chermock & Chermock, 1940",Ceratomia undulosa engeli,Ceratomia undulosa
Cercyonis pegala,L,U,D,,N,,L,U,,NA,NA,NA,Cercyonis pegala
Harkenclenus titus,E,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harkenclenus titus
Limenitis archippus,L,M,D,,N,,L,M,,NA,NA,NA,Limenitis archippus
Limenitis arthemis,L,M,D,,N,,L,M,,Limenitis arthemis,Basilarchia arthemis,Basilarchia arthemis,Limenitis arthemis
Limenitis arthemis,L,M,D,,N,,L,M,,Limenitis arthemis,Papilio arthemis,Papilio arthemis,Limenitis arthemis
Limenitis arthemis,L,M,D,,N,,L,M,,Limenitis arthemis,Papilio lamina,Papilio lamina,Limenitis arthemis
Limenitis arthemis,L,M,D,,N,,L,M,,Limenitis arthemis,Limenitis proserpina,Limenitis proserpina,Limenitis arthemis
Papilio glaucus,P,M,D,,outliers with late onset,,P,M,,Papilio glaucus,Pterourus glaucus,Pterourus glaucus,Papilio glaucus
Papilio glaucus,P,M,D,,outliers with late onset,,P,M,,Papilio glaucus,Papilio turnus Linnaeus[2],Papilio turnus,Papilio glaucus
Papilio troilus,P,M,D,,one outlier,,P,M,,NA,NA,NA,Papilio troilus
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Thecla liparops Le Conte, [1833]",Thecla liparops,Satyrium liparops
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Hesperia anacreon Fabricius, 1793",Hesperia anacreon,Satyrium liparops
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Thecla strigosa Harris, 1862",Thecla strigosa,Satyrium liparops
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Thecla liparops pruina Scudder, 1889",Thecla liparops,Satyrium liparops
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Strymon liparops fletcheri Michener & dos Passos, 1942",Strymon liparops,Satyrium liparops
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Thecla strigosa var. liparops J. Fletcher, 1903",Thecla strigosa liparops,Satyrium liparops
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Thecla strigosa var. liparops J. Fletcher, 1904",Thecla strigosa liparops,Satyrium liparops
Satyrium liparops,E,U,D,,N,,NA,NA,NA,Satyrium liparops,"Strymon liparops aliparops Michener & dos Passos, 1942",Strymon liparops,Satyrium liparops
Zerene cesonia,A,F,D,,Y,,NA,NA,NA,Zerene cesonia,"Colias cesonia (Stoll, 1790)",Colias cesonia,Zerene cesonia
Battus philenor,P,M,D,,N,,P,M,,NA,NA,NA,Battus philenor
Pero honestaria,,,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pero honestaria
Acronicta interrupta,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta interrupta,Acronicta occidentalis,Acronicta occidentalis,Acronicta interrupta
Acronicta interrupta,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta interrupta,Acronicta sagittaria,Acronycta sagittaria,Acronicta interrupta
Acronicta interrupta,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta interrupta,Acronicta elisabeta,Acronicta elisabeta,Acronicta interrupta
Acronicta interrupta,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta interrupta,Acronicta elizabeta,Acronicta elizabetha,Acronicta interrupta
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Macroglossa diffinis Boisduval, 1836",Macroglossa diffinis,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Macroglossa aethra Strecker, 1875",Macroglossa aethra,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Macroglossa fumosa Strecker, 1874",Macroglossa fumosa,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Sesia axillaris Grote & Robinson, 1868",Sesia axillaris,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Sesia grotei Butler, 1874",Sesia grotei,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Hemaris tenuis Grote, 1873",Hemaris tenuis,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Hemaris metathetis Butler, 1876",Hemaris metathetis,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Hemaris marginalis Grote, 1873",Hemaris marginalis,Hemaris diffinis
Hemaris diffinis,P,M,D,NA,NA,NA,NA,NA,NA,Hemaris diffinis,"Haemorrhagia ariadne Barnes & McDunnough, 1910",Haemorrhagia ariadne,Hemaris diffinis
Lacinipolia renigera,,,N,NA,NA,NA,NA,NA,NA,Lacinipolia renigera,Celaena renigera,Celaena renigera,Lacinipolia renigera
Lacinipolia renigera,,,N,NA,NA,NA,NA,NA,NA,Lacinipolia renigera,Celaena herbimacula,Celaena,Lacinipolia renigera
Lacinipolia renigera,,,N,NA,NA,NA,NA,NA,NA,Lacinipolia renigera,Celaena infecta,Celaena,Lacinipolia renigera
Nathalis iole,M,M,D,NA,NA,NA,A,M,,NA,NA,NA,Nathalis iole
Papilio cresphontes,P,M,D,,Y,,P,M,,Papilio cresphontes,Heraclides oxilus,Heraclides oxilus,Papilio cresphontes
Papilio cresphontes,P,M,D,,Y,,P,M,,Papilio cresphontes,Papilio cresphontes,Papilio cresphontes,Papilio cresphontes
Papilio cresphontes,P,M,D,,Y,,P,M,,Papilio cresphontes,Papilio cresphontes pennsylvanicus,Papilio cresphontes pennsylvanicus,Papilio cresphontes
Aglossa cuprina,L,U,N,NA,NA,NA,NA,NA,NA,Aglossa cuprina,"Pyralis cuprina Zeller, 1872",Pyralis caprana,Aglossa cuprina
Papilio multicaudata,P,U,D,NA,NA,NA,P,U,,Papilio multicaudata,Papilio multicaudatus,Papilio multicaudatus,Papilio multicaudata
Hesperia pahaska,L,F,D,NA,NA,NA,NA,NA,NA,Hesperia pahaska,"Erynnis comma colorado Dyar, 1903",Erynnis comma,Hesperia pahaska
Hesperia pahaska,L,F,D,NA,NA,NA,NA,NA,NA,Hesperia pahaska,Hesperia comma colorado,Hesperia comma colorado,Hesperia pahaska
Malacosoma americana,E,U,N,NA,NA,NA,NA,NA,NA,Malacosoma americanum,"Bombyx americana Fabricius, 1793",Bombyx americana,Malacosoma americanum
Malacosoma americana,E,U,N,NA,NA,NA,NA,NA,NA,Malacosoma americanum,"Bombyx pensylvanica Guérin-Méneville, [1832]",Bombyx,Malacosoma americanum
Malacosoma americana,E,U,N,NA,NA,NA,NA,NA,NA,Malacosoma americanum,"Clisiocampa decipiens Walker, 1855",Clisiocampa decipiens,Malacosoma americanum
Malacosoma americana,E,U,N,NA,NA,NA,NA,NA,NA,Malacosoma americanum,"Bombyx frutetorum Boisduval, 1869",Bombyx frutetorum,Malacosoma americanum
Malacosoma americana,E,U,N,NA,NA,NA,NA,NA,NA,Malacosoma americanum,Malacosoma americanum,Malacosoma americanum,Malacosoma americanum
Boloria freija,L,U,D,,N,,NA,NA,NA,Boloria freija,Clossiana freija,Clossiana freija,Boloria freija
Celastrina argiolus,P,M,D,NA,NA,NA,NA,NA,NA,Celastrina argiolus,"Papilio cleobis Sulzer, 1776",Papilio cleobis,Celastrina argiolus
Celastrina argiolus,P,M,D,NA,NA,NA,NA,NA,NA,Celastrina argiolus,"Papilio thersanon Bergstrasser, 1779",Papilio thersamon,Celastrina argiolus
Celastrina argiolus,P,M,D,NA,NA,NA,NA,NA,NA,Celastrina argiolus,"Papilio argyphontes Bergstrasser, 1779",Papilio argyphontes,Celastrina argiolus
Celastrina argiolus,P,M,D,NA,NA,NA,NA,NA,NA,Celastrina argiolus,"Papilio argalus Bergstrasse, 1779",Papilio argalus,Celastrina argiolus
Celastrina argiolus,P,M,D,NA,NA,NA,NA,NA,NA,Celastrina argiolus,"Papilio (Argus) marginatus Retzius, 1783",Papilio marginalis,Celastrina argiolus
Celastrina argiolus,P,M,D,NA,NA,NA,NA,NA,NA,Celastrina argiolus,"Lycaenopsis argiolus calidogenita Verity, 1919",Lycaenopsis argiolus,Celastrina argiolus
Celastrina argiolus,P,M,D,NA,NA,NA,NA,NA,NA,Celastrina argiolus,"Lycaenopsis argiolus britanna Verity, 1919",Lycaenopsis argiolus britanna,Celastrina argiolus
Cisseps fulvicollis,P,M,D,NA,NA,NA,NA,NA,NA,Cisseps fulvicollis,"Glaucopis fulvicollis Hübner, [1818]",Glaucopis fulvicollis,Cisseps fulvicollis
Cisseps fulvicollis,P,M,D,NA,NA,NA,NA,NA,NA,Cisseps fulvicollis,"Glaucopis semidiaphana Harris, 1839",Glaucopis semidiaphana,Cisseps fulvicollis
Cisseps fulvicollis,P,M,D,NA,NA,NA,NA,NA,NA,Cisseps fulvicollis,"Scepsis pallens H. Edwards, 1886",Scepsis pallens,Cisseps fulvicollis
Erebia disa,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erebia disa
Thymelicus lineola,E,U,D,,N,,E,U,,NA,NA,NA,Thymelicus lineola
Catocala habilis,E,U,N,NA,NA,NA,NA,NA,NA,Catocala habilis,Catabapta habilis ,Catabapta,Catocala habilis
Catocala habilis,E,U,N,NA,NA,NA,NA,NA,NA,Catocala habilis," Catocala basalis Grote, 1876",Catocala,Catocala habilis
Catocala habilis,E,U,N,NA,NA,NA,NA,NA,NA,Catocala habilis," Catocala denussa Ehrman, 1893",Catocala denussa,Catocala habilis
Limenitis weidemeyerii,L,F,D,NA,NA,NA,L,F,,Limenitis weidemeyerii,Basilarchia weidechippus,Basilarchia,Limenitis weidemeyerii
Polygonia interrogationis,A,M,D,,N,,NA,NA,NA,Polygonia interrogationis,Nymphalis interrogationis,Nymphalis interrogationis,Polygonia interrogationis
Erynnis brizo,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erynnis brizo
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Lycus gryneus Hübner, 1819",Lycus gryneus,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,Mitoura gryneus,Mitoura gryneus,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Papilio damon Stoll, [1782] (preocc.)",Papilio damon,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Polyommatus damastus Godart, [1824]",Polyommatus damastus,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla auburniana Harris, 1862",Thecla auburniana,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla damon var. patersonia Brehme, 1907",Thecla damon patersonia,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla damon var. octoscripta Bucholz, 1951",Thecla damon,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Callophrys (Mitoura) turkingtoni Johnson, 1976",Callophrys turkingtoni,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Callophrys (Mitoura) byrnei Johnson, 1976",Callophrys byrnei,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Callophrys (Mitoura) siva chalcosiva Clench, 1981",Callophrys siva chalcosiva,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Mitoura siva clenchi Johnson, 1988",Mitoura siva clenchi,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Mitoura cedrosensis Brown & Faulkner, 1989",Mitoura cedrosensis,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla smilacis Boisduval & Leconte, [1833]",Thecla smilacis,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Mitoura sweadneri Chermock, 1945",Mitoura sweadneri,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla castalis Edwards, 1871",Thecla castalis,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla damon var. discoidalis Skinner, 1897",Thecla damon discoidalis,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Mitoura gryneus castalis f. brehmei Barnes & Benjamin, 1923",Mitoura gryneus,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Callophrys (Mitoura) barryi Johnson, 1976",Callophrys barryi,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Callophrys (Mitoura) barryi acuminata Johnson, 1976",Callophrys barryi acuminata,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla loki Skinner, 1907",Thecla loki,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla siva Edwards, 1874",Thecla siva,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,Mitoura siva,Mitoura siva,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Thecla rhodope Godman & Salvin, [1887]",Thecla rhodope,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Mitoura siva f. juniperaria Comstock, 1925",Mitoura siva juniperaria,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,"Mitoura siva mansfieldi Tilden, 1951",Mitoura siva mansfieldi,Callophrys gryneus
Mitoura gryneus,P,F,D,NA,NA,NA,NA,NA,NA,Callophrys gryneus,Callophrys gryneus,Callophrys gryneus,Callophrys gryneus
Boloria chariclea,L,U,D,,N,one outlier,NA,NA,NA,Boloria chariclea,Boloria montinus,Boloria montinus,Boloria chariclea
Euptychia cymela,,,D,,N,,NA,NA,NA,NA,NA,NA,Euptychia cymela
Fabricius hyllus,E,M,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabricius hyllus
Polites origenes,L,U,D,NA,NA,NA,NA,NA,NA,Polites origenes,"Limochores origenes Fabricius, 1793[2]",Limochores,Polites origenes
Polites origenes,L,U,D,NA,NA,NA,NA,NA,NA,Polites origenes,"Hesperia origenes Fabricius, 1793",Hesperia origenes,Polites origenes
Polites origenes,L,U,D,NA,NA,NA,NA,NA,NA,Polites origenes,"Hesperia manataaqua Scudder, 1863",Hesperia manataaqua,Polites origenes
Polites origenes,L,U,D,NA,NA,NA,NA,NA,NA,Polites origenes,"Limochroes manataagua Dyar, 1903",Limochores manataaqua,Polites origenes
Polites origenes,L,U,D,NA,NA,NA,NA,NA,NA,Polites origenes,Polites manataaqua,Polites manataaqua,Polites origenes
Pompeius verna,L,F,D,NA,NA,NA,L,F,,Pompeius verna,"Vernia verna W. H. Edwards, 1862",Vernia verna,Pompeius verna
Pompeius verna,L,F,D,NA,NA,NA,L,F,,Pompeius verna,"Pamphila verna Edwards, 1862",Pamphila verna,Pompeius verna
Pompeius verna,L,F,D,NA,NA,NA,L,F,,Pompeius verna,Polites verna,Polites verna,Pompeius verna
Pompeius verna,L,F,D,NA,NA,NA,L,F,,Pompeius verna,"Pamphila pottawattomie Worthington, 1880",Pamphila pottawattomie,Pompeius verna
Pompeius verna,L,F,D,NA,NA,NA,L,F,,Pompeius verna,"Hesperia vetulina Plötz, 1883",Hesperia vetulina,Pompeius verna
Pompeius verna,L,F,D,NA,NA,NA,L,F,,Pompeius verna,"Pamphila sigida Mabille, 1891 ",Pamphila sigida,Pompeius verna
Speyeria aphrodite,L,U,D,NA,NA,NA,L,U,,NA,NA,NA,Speyeria aphrodite
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Hesperia egeremet Scudder, 1863",Hesperia egeremet,Wallengrenia egeremet
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Thymelicus aetna Scudder, 1872",Thymelicus aetna,Wallengrenia egeremet
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Pamphila ursa Worthington, 1880",Pamphila ursa,Wallengrenia egeremet
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Wallengrenia cinna (Plötz, 1883)",Wallengrenia cinna,Wallengrenia egeremet
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Hesperia egeremet Scudder, 1863",Hesperia egeremet,Wallengrenia egeremet
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Thymelicus aetna Scudder, 1872",Thymelicus aetna,Wallengrenia egeremet
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Pamphila ursa Worthington, 1880",Pamphila ursa,Wallengrenia egeremet
Wallengrenia egeremet,L,F,D,,N,,NA,NA,NA,Wallengrenia egeremet,"Wallengrenia cinna (Plötz, 1883)",Wallengrenia cinna,Wallengrenia egeremet
Aglais milberti,A,M,D,NA,NA,NA,NA,NA,NA,Aglais milberti,Vanessa milberti,Vanessa milberti,Aglais milberti
Aglais milberti,A,M,D,NA,NA,NA,NA,NA,NA,Aglais milberti,Nymphalis milberti,Nymphalis milberti,Aglais milberti
Euphyes dukesi,L,M,D,NA,NA,NA,NA,NA,NA,Euphyes dukesi,"Atrytone dukesi Lindsey, 1923",Atrytone dukesi,Euphyes dukesi
Oeneis polyxenes,P,M,D,,N,,NA,NA,NA,NA,NA,NA,Oeneis polyxenes
Vanessa atalanta,A,M,D,,low latitude problems,,A,M,,Vanessa atalanta,"Papilio atalanta Linnaeus, 1758",Papilio atalanta,Vanessa atalanta
Vanessa atalanta,A,M,D,,low latitude problems,,A,M,,Vanessa atalanta," Pyrameis ammiralis Godart, 1821",Pyrameis ammiralis,Vanessa atalanta
